Framework;Language;Task;CRF;Seed;Mini batches;Epochs;Patience;Total words;Total errors;Accuracy;OOV-words;OOV-Errors;OOV accuracy;Training time;Evaluation time;Epochs Run;ADJ, ADJ;ADJ, ADP;ADJ, ADV;ADJ, AUX;ADJ, CCONJ;ADJ, DET;ADJ, INTJ;ADJ, NOUN;ADJ, NUM;ADJ, PART;ADJ, PRON;ADJ, PROPN;ADJ, PUNCT;ADJ, SCONJ;ADJ, SYM;ADJ, VERB;ADJ, X;ADP, ADJ;ADP, ADP;ADP, ADV;ADP, AUX;ADP, CCONJ;ADP, DET;ADP, INTJ;ADP, NOUN;ADP, NUM;ADP, PART;ADP, PRON;ADP, PROPN;ADP, PUNCT;ADP, SCONJ;ADP, SYM;ADP, VERB;ADP, X;ADV, ADJ;ADV, ADP;ADV, ADV;ADV, AUX;ADV, CCONJ;ADV, DET;ADV, INTJ;ADV, NOUN;ADV, NUM;ADV, PART;ADV, PRON;ADV, PROPN;ADV, PUNCT;ADV, SCONJ;ADV, SYM;ADV, VERB;ADV, X;AUX, ADJ;AUX, ADP;AUX, ADV;AUX, AUX;AUX, CCONJ;AUX, DET;AUX, INTJ;AUX, NOUN;AUX, NUM;AUX, PART;AUX, PRON;AUX, PROPN;AUX, PUNCT;AUX, SCONJ;AUX, SYM;AUX, VERB;AUX, X;CCONJ, ADJ;CCONJ, ADP;CCONJ, ADV;CCONJ, AUX;CCONJ, CCONJ;CCONJ, DET;CCONJ, INTJ;CCONJ, NOUN;CCONJ, NUM;CCONJ, PART;CCONJ, PRON;CCONJ, PROPN;CCONJ, PUNCT;CCONJ, SCONJ;CCONJ, SYM;CCONJ, VERB;CCONJ, X;DET, ADJ;DET, ADP;DET, ADV;DET, AUX;DET, CCONJ;DET, DET;DET, INTJ;DET, NOUN;DET, NUM;DET, PART;DET, PRON;DET, PROPN;DET, PUNCT;DET, SCONJ;DET, SYM;DET, VERB;DET, X;INTJ, ADJ;INTJ, ADP;INTJ, ADV;INTJ, AUX;INTJ, CCONJ;INTJ, DET;INTJ, INTJ;INTJ, NOUN;INTJ, NUM;INTJ, PART;INTJ, PRON;INTJ, PROPN;INTJ, PUNCT;INTJ, SCONJ;INTJ, SYM;INTJ, VERB;INTJ, X;NOUN, ADJ;NOUN, ADP;NOUN, ADV;NOUN, AUX;NOUN, CCONJ;NOUN, DET;NOUN, INTJ;NOUN, NOUN;NOUN, NUM;NOUN, PART;NOUN, PRON;NOUN, PROPN;NOUN, PUNCT;NOUN, SCONJ;NOUN, SYM;NOUN, VERB;NOUN, X;NUM, ADJ;NUM, ADP;NUM, ADV;NUM, AUX;NUM, CCONJ;NUM, DET;NUM, INTJ;NUM, NOUN;NUM, NUM;NUM, PART;NUM, PRON;NUM, PROPN;NUM, PUNCT;NUM, SCONJ;NUM, SYM;NUM, VERB;NUM, X;PART, ADJ;PART, ADP;PART, ADV;PART, AUX;PART, CCONJ;PART, DET;PART, INTJ;PART, NOUN;PART, NUM;PART, PART;PART, PRON;PART, PROPN;PART, PUNCT;PART, SCONJ;PART, SYM;PART, VERB;PART, X;PRON, ADJ;PRON, ADP;PRON, ADV;PRON, AUX;PRON, CCONJ;PRON, DET;PRON, INTJ;PRON, NOUN;PRON, NUM;PRON, PART;PRON, PRON;PRON, PROPN;PRON, PUNCT;PRON, SCONJ;PRON, SYM;PRON, VERB;PRON, X;PROPN, ADJ;PROPN, ADP;PROPN, ADV;PROPN, AUX;PROPN, CCONJ;PROPN, DET;PROPN, INTJ;PROPN, NOUN;PROPN, NUM;PROPN, PART;PROPN, PRON;PROPN, PROPN;PROPN, PUNCT;PROPN, SCONJ;PROPN, SYM;PROPN, VERB;PROPN, X;PUNCT, ADJ;PUNCT, ADP;PUNCT, ADV;PUNCT, AUX;PUNCT, CCONJ;PUNCT, DET;PUNCT, INTJ;PUNCT, NOUN;PUNCT, NUM;PUNCT, PART;PUNCT, PRON;PUNCT, PROPN;PUNCT, PUNCT;PUNCT, SCONJ;PUNCT, SYM;PUNCT, VERB;PUNCT, X;SCONJ, ADJ;SCONJ, ADP;SCONJ, ADV;SCONJ, AUX;SCONJ, CCONJ;SCONJ, DET;SCONJ, INTJ;SCONJ, NOUN;SCONJ, NUM;SCONJ, PART;SCONJ, PRON;SCONJ, PROPN;SCONJ, PUNCT;SCONJ, SCONJ;SCONJ, SYM;SCONJ, VERB;SCONJ, X;SYM, ADJ;SYM, ADP;SYM, ADV;SYM, AUX;SYM, CCONJ;SYM, DET;SYM, INTJ;SYM, NOUN;SYM, NUM;SYM, PART;SYM, PRON;SYM, PROPN;SYM, PUNCT;SYM, SCONJ;SYM, SYM;SYM, VERB;SYM, X;VERB, ADJ;VERB, ADP;VERB, ADV;VERB, AUX;VERB, CCONJ;VERB, DET;VERB, INTJ;VERB, NOUN;VERB, NUM;VERB, PART;VERB, PRON;VERB, PROPN;VERB, PUNCT;VERB, SCONJ;VERB, SYM;VERB, VERB;VERB, X;X, ADJ;X, ADP;X, ADV;X, AUX;X, CCONJ;X, DET;X, INTJ;X, NOUN;X, NUM;X, PART;X, PRON;X, PROPN;X, PUNCT;X, SCONJ;X, SYM;X, VERB;X, X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;322233;1;50;3;13412;4173;68,9%;-1;-1;0,0%;5144,086037;1,69372654;6;510;5;21;0;0;12;0;38;31;0;0;6;0;0;0;0;0;197;2459;40;29;89;96;0;184;109;101;97;61;24;48;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;0;851;4;1;0;11;0;4;4;1;4;6;0;54;0;6;3;2;0;15;7;0;5;3;0;3;0;3;9;0;3;0;28;0;0;0;3;52;0;21;8;1;17;1;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;129;21;11;23;30;0;2549;74;83;99;132;12;29;0;156;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;0;0;28;0;1;0;0;182;0;0;2;0;1;1;97;170;29;19;95;17;0;560;45;78;69;1316;63;48;0;57;5;0;0;0;0;56;0;0;0;0;3;0;0;522;55;0;0;0;3;24;1;21;26;0;0;6;1;3;18;0;3;45;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;5;4;28;1;2;0;27;2;23;3;7;1;0;0;738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;322233;8;1;None;13412;6417;52,2%;-1;-1;0,0%;116,7125597;1,49759388;1;275;13;18;13;13;80;0;28;45;43;81;12;2;10;0;24;0;127;1898;20;43;88;60;0;100;45;50;43;26;11;39;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;673;3;1;0;4;0;15;1;2;3;12;0;227;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;4;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;130;15;54;17;18;0;1948;34;24;102;114;4;20;0;167;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;7;0;0;0;0;0;0;340;744;59;159;145;70;0;1223;144;128;240;1365;92;139;0;272;6;0;1;0;2;42;6;0;1;0;0;15;0;519;25;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;21;9;15;3;1;0;94;4;36;3;5;1;0;0;305;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;322233;8;5;None;13412;5776;56,9%;-1;-1;0,0%;606,8251655;1,717617989;5;120;2;2;5;8;28;0;11;27;21;22;10;1;10;0;10;0;203;1961;30;33;91;71;0;170;75;73;66;36;15;30;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;0;778;1;1;0;12;0;4;1;0;4;4;0;79;0;4;0;1;0;0;5;0;1;3;0;2;1;0;1;0;0;0;15;0;1;0;2;39;0;14;3;0;13;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;169;27;17;23;15;0;2149;64;48;94;110;7;27;0;131;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;6;0;5;21;0;3;3;1;102;0;0;5;0;0;0;302;648;48;112;122;60;0;1016;93;126;184;1365;84;121;0;208;6;1;2;2;0;54;1;0;4;0;1;3;0;521;34;0;0;0;0;11;0;3;4;0;0;2;0;1;2;0;0;10;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;5;5;11;2;4;0;20;5;21;3;2;0;0;0;591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;322233;8;50;3;13412;4498;66,5%;-1;-1;0,0%;1809,92706;1,854724646;14;578;8;22;9;14;62;0;76;84;28;34;24;3;11;0;30;0;174;2350;43;52;115;72;0;194;89;85;85;68;27;75;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;833;2;1;0;6;0;2;1;1;3;5;0;69;0;4;0;2;0;4;6;0;2;1;0;6;1;3;8;0;0;0;2;0;0;0;3;40;0;3;2;0;13;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;181;24;32;31;20;0;2559;61;71;115;155;17;25;0;251;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;28;0;1;0;0;150;3;0;5;0;0;0;80;252;23;23;74;15;0;534;34;88;78;1266;58;52;0;68;5;1;0;0;0;63;0;0;3;2;3;3;0;521;56;0;0;0;1;6;0;2;5;0;0;0;0;0;3;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;6;5;8;1;1;0;24;0;19;4;5;0;0;0;607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;322233;32;1;None;13412;8843;34,1%;-1;-1;0,0%;31,74131036;1,55478549;1;56;22;1;0;3;27;0;47;6;6;10;9;0;2;0;4;0;51;1061;5;11;37;17;0;97;24;27;15;38;2;3;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;0;510;1;1;0;10;0;14;2;1;6;0;0;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;83;14;11;4;12;0;888;33;22;54;109;1;4;0;63;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;639;1617;91;412;264;187;0;2236;206;198;408;1360;125;238;0;593;6;0;0;0;0;0;0;0;0;0;0;0;0;497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;23;11;15;3;1;0;124;4;29;3;7;1;0;0;197;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;322233;32;5;None;13412;5692;57,6%;-1;-1;0,0%;173,5947907;1,347388983;5;213;4;8;28;23;103;0;31;58;29;64;29;2;17;0;29;0;237;2286;37;77;126;88;0;220;88;81;79;76;30;68;0;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;688;1;0;0;5;0;6;1;1;2;6;0;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297;218;40;101;41;27;0;2464;90;49;194;207;16;45;0;254;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;19;0;0;0;0;0;0;125;283;23;40;77;21;0;597;34;91;116;1205;61;74;0;81;5;1;1;1;1;42;2;0;0;0;0;15;0;520;37;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;15;12;24;2;2;0;85;3;40;4;6;1;0;0;325;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;322233;32;50;3;13412;5428;59,5%;-1;-1;0,0%;334,807224;1,775051355;9;189;4;6;17;20;40;0;22;43;29;41;18;3;15;0;27;0;214;2194;36;47;99;80;0;183;72;79;58;57;20;38;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11;1;814;4;1;0;10;0;4;1;1;5;11;0;156;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;26;0;0;0;2;54;0;3;3;0;25;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;192;35;36;28;27;0;2381;63;46;177;148;10;42;0;193;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;3;0;1;0;0;28;3;0;0;0;0;0;181;385;30;34;94;30;0;766;86;94;128;1288;70;67;0;93;6;8;2;2;0;63;9;0;4;2;2;32;1;524;71;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;9;11;11;2;1;0;30;4;42;2;6;0;0;0;512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;421213;1;1;None;13412;5230;61,0%;-1;-1;0,0%;810,741107;1,535210609;1;468;14;21;9;14;50;0;87;61;17;25;14;1;7;0;12;0;224;2216;44;75;123;82;0;254;75;94;90;89;32;69;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;773;2;0;0;1;0;1;1;0;3;2;0;85;0;2;0;1;0;14;5;0;1;3;0;8;1;3;13;0;3;0;8;0;3;0;4;50;0;14;4;0;38;2;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;255;26;53;41;28;0;2323;51;71;206;153;15;48;0;255;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;28;0;0;0;0;0;0;121;315;23;38;79;23;0;670;76;91;89;1261;57;58;0;85;6;2;0;1;0;32;0;0;4;0;2;5;0;520;39;0;0;0;0;1;1;0;3;1;0;0;0;0;0;0;1;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;5;2;11;0;1;0;48;3;20;2;4;0;0;0;523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;421213;1;5;None;13412;7764;42,1%;-1;-1;0,0%;4166,942051;1,640272141;5;195;1;10;2;4;11;0;14;7;7;2;2;0;1;0;2;0;145;1195;19;23;46;54;0;143;46;56;32;9;8;17;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;537;1;0;0;2;0;1;1;1;2;0;0;23;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;19;0;6;2;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;89;10;19;11;12;0;1310;27;27;50;34;0;5;0;73;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567;1515;83;373;247;149;0;1904;187;196;399;1475;117;220;0;555;6;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;1;0;0;0;1;0;0;1;1;0;2;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;4;0;5;1;0;0;22;3;9;1;3;0;0;0;413;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;421213;1;50;3;13412;4714;64,9%;-1;-1;0,0%;3469,563032;1,717446327;4;564;11;26;16;20;51;0;49;70;33;36;33;5;17;0;21;0;200;2463;47;82;140;93;0;344;101;123;115;221;44;111;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;775;1;0;0;1;0;1;0;0;3;4;0;67;0;5;1;1;2;16;7;0;4;6;0;7;2;3;17;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;274;33;65;48;25;0;2732;72;80;161;328;32;51;0;319;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;15;63;0;0;0;0;153;0;0;24;0;0;1;26;48;10;1;37;5;0;231;21;37;15;932;28;8;0;6;4;1;0;1;0;35;0;0;3;0;2;3;2;517;15;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;8;1;18;0;1;0;38;3;20;2;6;0;0;0;546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;421213;8;1;None;13412;5870;56,2%;-1;-1;0,0%;116,3318608;1,518161297;1;217;9;8;25;29;95;0;36;52;32;61;25;4;22;0;26;0;221;2200;33;70;104;85;0;218;75;67;67;68;24;49;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;715;3;1;0;3;0;14;0;1;3;6;0;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;218;36;77;36;32;0;2285;64;45;180;175;13;45;0;224;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;1;0;0;28;0;0;1;0;0;0;163;360;32;45;83;25;0;755;78;95;131;1248;65;76;0;100;6;1;1;1;4;54;3;0;0;0;0;21;0;523;48;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;19;11;23;3;1;0;104;4;43;4;7;0;0;0;326;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;421213;8;5;None;13412;4772;64,4%;-1;-1;0,0%;609,3101614;1,770838976;5;529;6;22;4;10;56;0;45;61;20;39;20;2;6;0;10;0;164;2285;41;64;115;73;0;193;85;83;80;69;27;68;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11;2;814;6;0;0;10;0;3;2;1;4;9;0;68;0;4;1;1;0;4;3;0;2;2;0;1;0;3;3;0;1;0;5;0;0;0;3;45;0;2;2;0;20;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;181;23;33;42;30;0;2484;56;76;179;149;15;33;0;202;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;11;3;0;0;0;0;0;125;311;26;24;79;28;0;644;59;91;126;1277;61;59;0;76;6;1;1;1;0;51;9;0;4;4;3;30;0;520;65;0;0;0;0;6;0;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;3;6;15;1;1;0;18;4;19;4;4;0;0;0;671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;421213;8;50;3;13412;5228;61,0%;-1;-1;0,0%;623,6154261;1,795721054;5;465;14;27;16;15;60;0;44;88;16;68;27;1;9;0;44;0;188;2365;41;82;132;86;0;205;77;85;79;93;30;81;0;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;723;3;0;0;7;0;12;1;2;1;9;0;239;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;3;44;0;2;2;0;13;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;179;24;88;46;31;0;2526;70;57;195;208;19;41;0;287;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;25;0;0;2;0;0;0;78;230;20;21;62;14;0;522;31;86;87;1188;53;52;0;52;6;1;0;1;1;47;3;0;2;0;0;20;0;525;51;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;17;8;28;3;2;0;94;5;40;4;6;3;0;0;322;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;421213;32;1;None;13412;6708;50,0%;-1;-1;0,0%;32,37913489;1,327574968;1;164;77;6;28;20;69;0;82;30;30;46;30;4;16;0;18;0;182;2019;26;56;111;75;0;235;58;75;66;69;21;35;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;650;16;2;0;5;0;15;5;0;8;18;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;194;42;64;24;43;0;1941;71;39;191;259;8;31;0;224;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;496;37;131;122;51;0;1004;110;104;158;1159;80;121;0;204;6;8;0;2;8;15;4;0;3;0;0;23;0;510;26;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;20;8;22;4;1;0;132;4;33;3;7;1;0;0;261;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tensorflow;ur;pos;TRUE;421213;32;5;None;13412;5733;57,3%;-1;-1;0,0%;174,5768466;1,493100405;5;150;2;6;25;19;48;0;15;46;27;45;20;4;15;0;27;0;239;2306;39;81;133;90;0;231;90;85;75;91;32;73;0;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;676;2;1;0;5;0;8;1;1;2;7;0;214;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;1;0;3;49;0;4;4;0;18;3;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;220;39;104;41;28;0;2507;101;49;204;264;18;44;0;262;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;21;0;0;0;0;0;0;118;262;22;49;70;23;0;556;29;88;111;1139;56;72;0;83;5;1;1;1;1;40;3;0;0;0;0;13;0;519;32;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;16;13;23;4;1;0;84;3;39;4;6;1;0;0;312;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
